chr1	588015	588167	EH38E2776533	0	.	588015	588167	255,167,0	pELS
chr1	605330	605668	EH38E2776534	0	.	605330	605668	255,205,0	dELS
chr1	609204	609417	EH38E2776535	0	.	609204	609417	0,176,240	CA-CTCF
chr1	610616	610878	EH38E3951302	0	.	610616	610878	0,176,240	CA-CTCF
chr1	623955	624107	EH38E3951303	0	.	623955	624107	6,218,147	CA
chr1	625736	625888	EH38E3951304	0	.	625736	625888	6,218,147	CA
chr1	625909	626232	EH38E3951305	0	.	625909	626232	0,176,240	CA-CTCF
chr1	627476	627668	EH38E3951306	0	.	627476	627668	6,218,147	CA
chr1	665974	666244	EH38E3951307	0	.	665974	666244	216,118,236	TF
chr1	675363	675713	EH38E3951308	0	.	675363	675713	216,118,236	TF
chr1	691988	692140	EH38E3951309	0	.	691988	692140	6,218,147	CA
chr1	727121	727350	EH38E2776536	0	.	727121	727350	255,205,0	dELS
chr1	729284	729437	EH38E3951310	0	.	729284	729437	216,118,236	TF
chr1	733771	734006	EH38E2776537	0	.	733771	734006	255,205,0	dELS
chr1	736514	736674	EH38E3951311	0	.	736514	736674	6,218,147	CA
chr1	758214	758415	EH38E3951312	0	.	758214	758415	6,218,147	CA
chr1	770844	771084	EH38E3951313	0	.	770844	771084	6,218,147	CA
chr1	777837	778130	EH38E2776538	0	.	777837	778130	255,167,0	pELS
chr1	778570	778919	EH38E2776539	0	.	778570	778919	255,0,0	PLS
chr1	779023	779182	EH38E3951314	0	.	779023	779182	255,0,0	PLS
chr1	779222	779432	EH38E2776541	0	.	779222	779432	255,167,0	pELS
chr1	779715	780047	EH38E3951315	0	.	779715	780047	255,167,0	pELS
chr1	788958	789152	EH38E2776543	0	.	788958	789152	255,170,170	CA-H3K4me3
chr1	790397	790626	EH38E1310162	0	.	790397	790626	190,40,229	CA-TF
chr1	791059	791407	EH38E3951316	0	.	791059	791407	6,218,147	CA
chr1	794885	795155	EH38E1310163	0	.	794885	795155	255,205,0	dELS
chr1	804781	805061	EH38E2776544	0	.	804781	805061	255,167,0	pELS
chr1	807736	807916	EH38E1310164	0	.	807736	807916	255,205,0	dELS
chr1	811072	811313	EH38E3951317	0	.	811072	811313	216,118,236	TF
chr1	812764	813114	EH38E3951318	0	.	812764	813114	216,118,236	TF
chr1	814726	814927	EH38E2776545	0	.	814726	814927	255,205,0	dELS
chr1	817080	817403	EH38E1310166	0	.	817080	817403	255,0,0	PLS
chr1	817973	818323	EH38E2776546	0	.	817973	818323	255,167,0	pELS
chr1	818329	818573	EH38E2776547	0	.	818329	818573	255,167,0	pELS
chr1	818713	818882	EH38E2776548	0	.	818713	818882	255,167,0	pELS
